Datetime,Open,High,Low,Close,Adj Close,Volume
2020-07-15 09:30:00-04:00,305.3860168457031,305.97601318359375,302.0199890136719,302.45501708984375,302.45501708984375,1238770
2020-07-15 09:35:00-04:00,302.51300048828125,302.53125,296.760009765625,298.8580017089844,298.8580017089844,677102
2020-07-15 09:40:00-04:00,299.0,304.3998107910156,298.4020080566406,303.71795654296875,303.71795654296875,540843
2020-07-15 09:45:00-04:00,303.77801513671875,303.77801513671875,299.79998779296875,302.79595947265625,302.79595947265625,396117
2020-07-15 09:50:00-04:00,302.54010009765625,305.4700012207031,301.6000061035156,302.76202392578125,302.76202392578125,288396
2020-07-15 09:55:00-04:00,302.79901123046875,303.2539978027344,300.25201416015625,300.9867858886719,300.9867858886719,210672
2020-07-15 10:00:00-04:00,300.72601318359375,302.0060119628906,299.20001220703125,299.4999694824219,299.4999694824219,264669
2020-07-15 10:05:00-04:00,299.439453125,302.6000061035156,299.439453125,301.6780090332031,301.6780090332031,206054
2020-07-15 10:10:00-04:00,301.6000061035156,301.6000061035156,299.760009765625,300.97601318359375,300.97601318359375,138177
2020-07-15 10:15:00-04:00,301.0409851074219,301.68798828125,299.6000061035156,300.95098876953125,300.95098876953125,175367
2020-07-15 10:20:00-04:00,301.0199890136719,303.6000061035156,300.39801025390625,302.44866943359375,302.44866943359375,256239
2020-07-15 10:25:00-04:00,302.57000732421875,303.97198486328125,301.80999755859375,301.89801025390625,301.89801025390625,172761
2020-07-15 10:30:00-04:00,302.0853576660156,302.77545166015625,300.37200927734375,300.9939880371094,300.9939880371094,154526
2020-07-15 10:35:00-04:00,300.89801025390625,301.8017883300781,300.1860046386719,300.2019958496094,300.2019958496094,120285
2020-07-15 10:40:00-04:00,300.2980041503906,300.77398681640625,298.79998779296875,299.39996337890625,299.39996337890625,294471
2020-07-15 10:45:00-04:00,299.59796142578125,301.2799987792969,299.20001220703125,300.552001953125,300.552001953125,171004
2020-07-15 10:50:00-04:00,300.593994140625,301.20001220703125,299.65081787109375,300.0664978027344,300.0664978027344,150051
2020-07-15 10:55:00-04:00,300.08001708984375,300.38201904296875,298.3160095214844,298.74200439453125,298.74200439453125,208045
2020-07-15 11:00:00-04:00,298.95599365234375,299.45001220703125,297.53997802734375,298.03802490234375,298.03802490234375,224677
2020-07-15 11:05:00-04:00,298.39801025390625,299.3999938964844,296.85601806640625,298.16485595703125,298.16485595703125,289651
2020-07-15 11:10:00-04:00,298.1302185058594,298.96002197265625,297.37200927734375,298.4024963378906,298.4024963378906,169837
2020-07-15 11:15:00-04:00,298.34136962890625,298.4639892578125,295.13201904296875,295.3119812011719,295.3119812011719,286942
2020-07-15 11:20:00-04:00,295.11798095703125,296.2445983886719,293.20001220703125,295.0060119628906,295.0060119628906,369329
2020-07-15 11:25:00-04:00,295.125,298.5260009765625,294.3999938964844,298.243408203125,298.243408203125,294742
2020-07-15 11:30:00-04:00,298.3919982910156,298.4020080566406,296.9219970703125,297.06201171875,297.06201171875,159955
2020-07-15 11:35:00-04:00,297.23358154296875,297.4013977050781,294.7799987792969,294.9739990234375,294.9739990234375,159962
2020-07-15 11:40:00-04:00,294.8479919433594,296.2555847167969,294.3840026855469,294.4120178222656,294.4120178222656,177897
2020-07-15 11:45:00-04:00,294.4120178222656,295.20001220703125,292.0,293.42510986328125,293.42510986328125,309054
2020-07-15 11:50:00-04:00,293.606201171875,294.71002197265625,292.79998779296875,294.71002197265625,294.71002197265625,213602
2020-07-15 11:55:00-04:00,294.66998291015625,294.68402099609375,291.6000061035156,291.62799072265625,291.62799072265625,184856
2020-07-15 12:00:00-04:00,291.6011657714844,293.51800537109375,291.3999938964844,292.6600036621094,292.6600036621094,219197
